model_year,recent,normalized_mpg,cylinders,normalized_displacement,normalized_horsepower,normalized_weight,normalized_acceleration,chevrolet,buick,plymouth,amc,ford,pontiac,dodge,toyota,datsun,peugeot,audi,saab,bmw,opel,fiat,volkswagen,mercury,oldsmobile,chrysler,mazda,volvo,renault,honda,mercedes,subaru,nissan,porsche,ferrari,mitsubishi,jeep,jaguar,lamborghini,log_price
1970,False,0.358974358974359,6,0.34854771784232363,0.10056657223796035,0.29622222222222216,0.48,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.235130540783402
1970,False,0.2564102564102564,6,0.3506224066390041,0.10339943342776205,0.2831111111111111,0.48,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.305741456739435
1970,False,0.3333333333333333,6,0.35269709543568467,0.08640226628895184,0.24155555555555552,0.52,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.105090961257085
1970,False,0.48717948717948717,4,0.13900414937759337,0.0906515580736544,0.14,0.44000000000000006,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.952325334619427
1970,False,0.43589743589743585,4,0.16597510373443983,0.08923512747875355,0.2604444444444445,0.56,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.210440366976517
1970,False,0.4102564102564103,4,0.15975103734439833,0.09348441926345609,0.20666666666666667,0.44000000000000006,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.61587214452889
1970,False,0.43589743589743585,4,0.15352697095435686,0.10056657223796035,0.19444444444444442,0.56,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.987321812850125
1970,False,0.4615384615384615,4,0.1887966804979253,0.12606232294617564,0.1631111111111111,0.36,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.085850775128717
1970,False,0.3333333333333333,6,0.3506224066390041,0.09348441926345609,0.25511111111111107,0.48,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.635673464721814
1970,False,0.051282051282051266,8,0.6846473029045643,0.2705382436260623,0.6922222222222222,0.44000000000000006,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.770013301136158
1970,False,0.051282051282051266,8,0.5746887966804979,0.2492917847025496,0.6391111111111111,0.48,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.741027444837728
1970,False,0.07692307692307693,8,0.5975103734439834,0.2634560906515581,0.6404444444444445,0.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.680406499268875
1971,False,0.5128205128205128,4,0.2282157676348548,0.09348441926345609,0.1697777777777778,0.48,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.775085935057266
1971,False,0.43589743589743585,4,0.17219917012448133,0.10056657223796035,0.16177777777777774,0.44000000000000006,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.210440366976517
1971,False,0.20512820512820512,6,0.4045643153526971,0.11473087818696885,0.4308888888888889,0.48,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.674367865788236
1971,False,0.2564102564102564,6,0.4190871369294606,0.10764872521246459,0.3973333333333333,0.48,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.433563920090563
1971,False,0.15384615384615385,8,0.7676348547717843,0.21388101983002833,0.6586666666666666,0.32,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.465060106725137
1971,False,0.10256410256410259,8,0.7323651452282157,0.2209631728045326,0.7677777777777778,0.32,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.12667110305036
1971,False,0.1282051282051282,8,0.7676348547717843,0.20679886685552407,0.7213333333333333,0.36,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.085850775128717
1971,False,0.1282051282051282,8,0.7676348547717843,0.21388101983002833,0.8088888888888889,0.36,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.275085591132715
1971,False,0.2564102564102564,6,0.4730290456431535,0.12181303116147309,0.3248888888888889,0.4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.510519035757246
1971,False,0.28205128205128205,6,0.4564315352697096,0.10764872521246459,0.396,0.48,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.275085591132715
1971,False,0.2564102564102564,6,0.4564315352697096,0.0906515580736544,0.3642222222222222,0.44000000000000006,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.61587214452889
1971,False,0.5128205128205128,4,0.17842323651452283,0.09348441926345609,0.13844444444444443,0.44000000000000006,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.517393171418904
1971,False,0.5641025641025641,4,0.1016597510373444,0.06515580736543909,0.12755555555555553,0.64,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.476579508530941
1971,False,0.5641025641025641,4,0.12033195020746887,0.07365439093484419,0.12555555555555553,0.44000000000000006,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.824824939175638
1971,False,0.5897435897435896,4,0.08506224066390042,0.05807365439093484,0.06066666666666665,0.64,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.012011377036412
1971,False,0.4615384615384615,4,0.12655601659751037,0.06515580736543909,0.1011111111111111,0.68,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.699681400989514
1972,False,0.4102564102564103,4,0.17219917012448133,0.10056657223796035,0.17288888888888887,0.48,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.853808274977197
1972,False,0.43589743589743585,4,0.13900414937759337,0.07932011331444759,0.13911111111111107,0.56,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.278092474027002
1972,False,0.38461538461538464,4,0.13900414937759337,0.042492917847025496,0.16755555555555557,0.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.568084743872936
1972,False,0.3333333333333333,4,0.1908713692946058,0.08781869688385269,0.16133333333333333,0.52,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.116139576577355
1972,False,0.23076923076923078,8,0.5684647302904564,0.17847025495750707,0.4826666666666667,0.32,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.137877200242468
1972,False,0.07692307692307693,8,0.8278008298755186,0.2606232294617564,0.6962222222222222,0.32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.987321812850125
1972,False,0.1282051282051282,8,0.6639004149377593,0.18555240793201133,0.6671111111111111,0.4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.635673464721814
1972,False,0.10256410256410259,8,0.6639004149377593,0.1926345609065156,0.6568888888888889,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.169622538697624
1972,False,0.1282051282051282,8,0.7676348547717843,0.23512747875354112,0.6493333333333333,0.36,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,9.19023970026918
1972,False,0.28205128205128205,3,0.08298755186721993,0.10339943342776205,0.1844444444444444,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,10.281958234245314
1972,False,0.1282051282051282,8,0.5746887966804979,0.15014164305949007,0.5773333333333334,0.44000000000000006,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.568084743872936
1972,False,0.2564102564102564,4,0.1887966804979253,0.12464589235127478,0.3184444444444444,0.44000000000000006,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8.648396877031582
1972,False,0.358974358974359,4,0.1887966804979253,0.07365439093484419,0.22466666666666668,0.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.987321812850125
1972,False,0.3333333333333333,4,0.18672199170124482,0.08923512747875355,0.32866666666666666,0.64,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.798182590890704
1972,False,0.4615384615384615,4,0.13692946058091288,0.06373937677053824,0.1531111111111111,0.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,8.517393171418904
1972,False,0.5128205128205128,4,0.13900414937759337,0.09631728045325778,0.1751111111111111,0.56,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.90353755128617
1973,False,0.1282051282051282,8,0.6639004149377593,0.21388101983002833,0.5777777777777778,0.4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.798182590890704
1973,False,0.17948717948717946,8,0.5975103734439834,0.17847025495750707,0.506,0.36,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.699681400989514
1973,False,0.10256410256410259,8,0.8278008298755186,0.2464589235127479,0.7671111111111112,0.32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.853808274977197
1973,False,0.1282051282051282,8,0.7676348547717843,0.17847025495750707,0.6586666666666666,0.36,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.798182590890704
1973,False,0.1282051282051282,8,0.6659751037344398,0.1898016997167139,0.6362222222222222,0.4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.748463629942055
1973,False,0.1282051282051282,8,0.8506224066390041,0.2705382436260623,0.7188888888888888,0.32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,9.105090961257085
1973,False,0.10256410256410259,8,0.8817427385892116,0.28470254957507085,0.7668888888888888,0.32,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.61587214452889
1973,False,0.2564102564102564,6,0.4045643153526971,0.11473087818696885,0.3602222222222222,0.52,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.90353755128617
1973,False,0.20512820512820512,6,0.4564315352697096,0.10764872521246459,0.3951111111111111,0.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.83097062169695
1973,False,0.4615384615384615,4,0.13900414937759337,0.031161473087818692,0.09999999999999998,0.72,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.61587214452889
1973,False,0.10256410256410259,8,0.7676348547717843,0.20254957507082155,0.7568888888888888,0.36,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.15915233520675
1973,False,0.1282051282051282,8,0.6846473029045643,0.20679886685552407,0.700888888888889,0.4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.632400353656184
1973,False,0.10256410256410259,8,0.6639004149377593,0.2209631728045326,0.6664444444444445,0.36,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.99884318585288
1973,False,0.2564102564102564,6,0.4190871369294606,0.10764872521246459,0.2864444444444444,0.48,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.38437770918244
1973,False,0.3333333333333333,4,0.2282157676348548,0.0679886685552408,0.2002222222222222,0.64,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.594339400592892
1973,False,0.358974358974359,4,0.16182572614107885,0.0991501416430595,0.19533333333333336,0.52,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.105090961257085
1973,False,0.2564102564102564,3,0.08298755186721993,0.09348441926345609,0.13866666666666666,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,9.305741456739435
1973,False,0.28205128205128205,4,0.1908713692946058,0.08640226628895184,0.17999999999999994,0.6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.148571345578551
1973,False,0.3333333333333333,6,0.25933609958506226,0.11756373937677055,0.21599999999999997,0.44000000000000006,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.465060106725137
1973,False,0.4615384615384615,4,0.14107883817427386,0.09348441926345609,0.17000000000000004,0.48,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.210440366976517
1973,False,0.17948717948717946,8,0.6639004149377593,0.17138810198300286,0.5737777777777778,0.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.61587214452889
1973,False,0.20512820512820512,8,0.7676348547717843,0.2917847025495751,0.6173333333333333,0.24,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.69898173460629
1973,False,0.5384615384615385,4,0.07883817427385892,0.03541076487252125,0.08155555555555555,0.64,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.392745258631441
1973,False,0.4102564102564103,4,0.17842323651452283,0.07223796033994334,0.1462222222222222,0.48,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.699681400989514
1973,False,0.30769230769230765,4,0.17427385892116182,0.09490084985835694,0.24044444444444446,0.44000000000000006,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.539716058977092
1973,False,0.28205128205128205,4,0.1887966804979253,0.12464589235127478,0.30400000000000005,0.48,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8.987321812850125
1973,False,0.17948717948717946,8,0.5975103734439834,0.17847025495750707,0.42200000000000004,0.32,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.04793908261736
1973,False,0.4102564102564103,4,0.1887966804979253,0.12181303116147309,0.2577777777777778,0.44000000000000006,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.79497643168877
1973,False,0.07692307692307693,8,0.6639004149377593,0.2209631728045326,0.4808888888888889,0.32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.04793908261736
1974,False,0.30769230769230765,6,0.34854771784232363,0.10056657223796035,0.356,0.52,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.517898598432753
1974,False,0.28205128205128205,6,0.4190871369294606,0.10764872521246459,0.31133333333333335,0.52,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.220389707829185
1974,False,0.17948717948717946,6,0.4564315352697096,0.10764872521246459,0.40800000000000003,0.56,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.105090961257085
1974,False,0.5897435897435896,4,0.1016597510373444,0.06090651558073655,0.09999999999999998,0.64,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.210440366976517
1974,False,0.4615384615384615,4,0.1908713692946058,0.07932011331444759,0.21133333333333337,0.52,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.305741456739435
1974,False,0.6153846153846154,4,0.08506224066390042,0.05807365439093484,0.07466666666666666,0.72,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.210440366976517
1974,False,0.43589743589743585,4,0.2282157676348548,0.07223796033994334,0.23155555555555551,0.56,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.059633754551479
1974,False,0.20512820512820512,6,0.4564315352697096,0.10764872521246459,0.5068888888888889,0.56,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.143238568435446
1974,False,0.20512820512820512,6,0.4730290456431535,0.12181303116147309,0.47377777777777774,0.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.04793908261736
1974,False,0.2564102564102564,6,0.4045643153526971,0.11473087818696885,0.4695555555555555,0.52,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.200391041122515
1974,False,0.20512820512820512,8,0.5643153526970954,0.1643059490084986,0.5868888888888889,0.44000000000000006,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.922791623969637
1974,False,0.1282051282051282,8,0.6639004149377593,0.17847025495750707,0.7108888888888888,0.44000000000000006,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.853808274977197
1974,False,0.15384615384615385,8,0.5975103734439834,0.17847025495750707,0.6571111111111111,0.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.305741456739435
1974,False,0.5384615384615385,4,0.14107883817427386,0.08356940509915015,0.15977777777777774,0.52,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.699681400989514
1974,False,0.4615384615384615,4,0.1016597510373444,0.06090651558073655,0.10288888888888886,0.48,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.90353755128617
1974,False,0.4615384615384615,4,0.13900414937759337,0.0764872521246459,0.1777777777777778,0.44000000000000006,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.648396877031582
1974,False,0.5897435897435896,4,0.0954356846473029,0.0396600566572238,0.03311111111111109,0.52,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.635673464721814
1974,False,0.6153846153846154,4,0.10995850622406639,0.05240793201133144,0.11177777777777775,0.64,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.409273194575334
1974,False,0.5128205128205128,4,0.12448132780082988,0.07223796033994334,0.1388888888888889,0.44000000000000006,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.517393171418904
1974,False,0.4102564102564103,4,0.12448132780082988,0.07223796033994334,0.13511111111111107,0.48,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.105090961257085
1974,False,0.4615384615384615,4,0.17842323651452283,0.07223796033994334,0.16577777777777775,0.44000000000000006,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.392745258631441
1974,False,0.4102564102564103,4,0.18672199170124482,0.10339943342776205,0.21977777777777774,0.48,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,9.210440366976517
1974,False,0.5897435897435896,4,0.1016597510373444,0.06090651558073655,0.1111111111111111,0.52,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.38437770918244
1975,False,0.28205128205128205,6,0.4045643153526971,0.10056657223796035,0.392,0.52,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.294299608857235
1975,False,0.2564102564102564,6,0.4564315352697096,0.11473087818696885,0.43533333333333335,0.52,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.305741456739435
