model_year,recent,normalized_mpg,cylinders,normalized_displacement,normalized_horsepower,normalized_weight,normalized_acceleration,chevrolet,buick,plymouth,amc,ford,pontiac,dodge,toyota,datsun,peugeot,audi,saab,bmw,opel,fiat,volkswagen,mercury,oldsmobile,chrysler,mazda,volvo,renault,honda,mercedes,subaru,nissan,porsche,ferrari,mitsubishi,jeep,jaguar,lamborghini,log_price,cluster
1972,0,0.3333333333333333,4,0.1908713692946058,0.0878186968838526,0.1613333333333333,0.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.116139576577355,0
1972,0,0.2307692307692307,8,0.5684647302904564,0.178470254957507,0.4826666666666667,0.32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.137877200242468,2
1972,0,0.0769230769230769,8,0.8278008298755186,0.2606232294617564,0.6962222222222222,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.987321812850125,2
1972,0,0.1282051282051282,8,0.6639004149377593,0.1855524079320113,0.6671111111111111,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.635673464721814,2
1972,0,0.1025641025641025,8,0.6639004149377593,0.1926345609065156,0.6568888888888889,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.169622538697624,2
1972,0,0.1282051282051282,8,0.7676348547717843,0.2351274787535411,0.6493333333333333,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.19023970026918,2
1972,0,0.282051282051282,3,0.0829875518672199,0.103399433427762,0.1844444444444444,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.281958234245314,0
1972,0,0.1282051282051282,8,0.5746887966804979,0.15014164305949,0.5773333333333334,0.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.568084743872936,2
1972,0,0.2564102564102564,4,0.1887966804979253,0.1246458923512747,0.3184444444444444,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.648396877031582,0
1972,0,0.358974358974359,4,0.1887966804979253,0.0736543909348441,0.2246666666666666,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.987321812850125,0
1972,0,0.3333333333333333,4,0.1867219917012448,0.0892351274787535,0.3286666666666666,0.64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.798182590890704,0
1972,0,0.4615384615384615,4,0.1369294605809128,0.0637393767705382,0.1531111111111111,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.517393171418904,0
1972,0,0.5128205128205128,4,0.1390041493775933,0.0963172804532577,0.1751111111111111,0.56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.90353755128617,0
1973,0,0.1282051282051282,8,0.6639004149377593,0.2138810198300283,0.5777777777777778,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.798182590890704,2
1973,0,0.1794871794871794,8,0.5975103734439834,0.178470254957507,0.506,0.36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.699681400989514,2
1973,0,0.1025641025641025,8,0.8278008298755186,0.2464589235127479,0.7671111111111112,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.853808274977197,2
1973,0,0.1282051282051282,8,0.7676348547717843,0.178470254957507,0.6586666666666666,0.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.798182590890704,2
1973,0,0.1282051282051282,8,0.6659751037344398,0.1898016997167139,0.6362222222222222,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.748463629942055,2
1973,0,0.1282051282051282,8,0.8506224066390041,0.2705382436260623,0.7188888888888888,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.105090961257083,2
1973,0,0.1025641025641025,8,0.8817427385892116,0.2847025495750708,0.7668888888888888,0.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.61587214452889,2
1973,0,0.2564102564102564,6,0.4045643153526971,0.1147308781869688,0.3602222222222222,0.52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.90353755128617,1
1973,0,0.2051282051282051,6,0.4564315352697096,0.1076487252124645,0.3951111111111111,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.83097062169695,1
1973,0,0.4615384615384615,4,0.1390041493775933,0.0311614730878186,0.0999999999999999,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.61587214452889,0
1973,0,0.1025641025641025,8,0.7676348547717843,0.2025495750708215,0.7568888888888888,0.36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.15915233520675,2
1973,0,0.1282051282051282,8,0.6846473029045643,0.206798866855524,0.700888888888889,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.632400353656184,2
1973,0,0.1025641025641025,8,0.6639004149377593,0.2209631728045326,0.6664444444444445,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99884318585288,2
1973,0,0.2564102564102564,6,0.4190871369294606,0.1076487252124645,0.2864444444444444,0.48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.38437770918244,1
1973,0,0.3333333333333333,4,0.2282157676348548,0.0679886685552408,0.2002222222222222,0.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.594339400592892,0
1973,0,0.358974358974359,4,0.1618257261410788,0.0991501416430595,0.1953333333333333,0.52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.105090961257083,0
1973,0,0.2564102564102564,3,0.0829875518672199,0.093484419263456,0.1386666666666666,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.305741456739437,0
1973,0,0.282051282051282,4,0.1908713692946058,0.0864022662889518,0.1799999999999999,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.148571345578551,0
1973,0,0.3333333333333333,6,0.2593360995850622,0.1175637393767705,0.2159999999999999,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.465060106725137,1
1973,0,0.4615384615384615,4,0.1410788381742738,0.093484419263456,0.17,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.210440366976515,0
1973,0,0.1794871794871794,8,0.6639004149377593,0.1713881019830028,0.5737777777777778,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.61587214452889,2
1973,0,0.2051282051282051,8,0.7676348547717843,0.2917847025495751,0.6173333333333333,0.24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.69898173460629,2
1973,0,0.5384615384615385,4,0.0788381742738589,0.0354107648725212,0.0815555555555555,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.39274525863144,0
1973,0,0.4102564102564103,4,0.1784232365145228,0.0722379603399433,0.1462222222222222,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.699681400989514,0
1973,0,0.3076923076923076,4,0.1742738589211618,0.0949008498583569,0.2404444444444444,0.44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.539716058977092,0
1973,0,0.282051282051282,4,0.1887966804979253,0.1246458923512747,0.304,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.987321812850125,0
1973,0,0.1794871794871794,8,0.5975103734439834,0.178470254957507,0.422,0.32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.04793908261736,2
1973,0,0.4102564102564103,4,0.1887966804979253,0.121813031161473,0.2577777777777778,0.44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.79497643168877,0
1973,0,0.0769230769230769,8,0.6639004149377593,0.2209631728045326,0.4808888888888889,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.04793908261736,2
1974,0,0.3076923076923076,6,0.3485477178423236,0.1005665722379603,0.356,0.52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.517898598432753,1
1974,0,0.282051282051282,6,0.4190871369294606,0.1076487252124645,0.3113333333333333,0.52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.220389707829185,1
1974,0,0.1794871794871794,6,0.4564315352697096,0.1076487252124645,0.408,0.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.105090961257083,1
1974,0,0.5897435897435896,4,0.1016597510373444,0.0609065155807365,0.0999999999999999,0.64,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.210440366976515,0
1974,0,0.4615384615384615,4,0.1908713692946058,0.0793201133144475,0.2113333333333333,0.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.305741456739437,0
1974,0,0.6153846153846154,4,0.0850622406639004,0.0580736543909348,0.0746666666666666,0.72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.210440366976515,0
1974,0,0.4358974358974358,4,0.2282157676348548,0.0722379603399433,0.2315555555555555,0.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05963375455148,0
1974,0,0.2051282051282051,6,0.4564315352697096,0.1076487252124645,0.5068888888888889,0.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.143238568435446,1
1974,0,0.2051282051282051,6,0.4730290456431535,0.121813031161473,0.4737777777777777,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.04793908261736,1
1974,0,0.2564102564102564,6,0.4045643153526971,0.1147308781869688,0.4695555555555555,0.52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.200391041122517,1
1974,0,0.2051282051282051,8,0.5643153526970954,0.1643059490084986,0.5868888888888889,0.44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.922791623969637,2
1974,0,0.1282051282051282,8,0.6639004149377593,0.178470254957507,0.7108888888888888,0.44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.853808274977197,2
1974,0,0.1538461538461538,8,0.5975103734439834,0.178470254957507,0.6571111111111111,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.305741456739437,2
1974,0,0.5384615384615385,4,0.1410788381742738,0.0835694050991501,0.1597777777777777,0.52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.699681400989514,0
1974,0,0.4615384615384615,4,0.1016597510373444,0.0609065155807365,0.1028888888888888,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.90353755128617,0
1974,0,0.4615384615384615,4,0.1390041493775933,0.0764872521246459,0.1777777777777778,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.648396877031582,0
1974,0,0.5897435897435896,4,0.0954356846473029,0.0396600566572238,0.033111111111111,0.52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.635673464721814,0
1974,0,0.6153846153846154,4,0.1099585062240663,0.0524079320113314,0.1117777777777777,0.64,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.409273194575334,0
1974,0,0.5128205128205128,4,0.1244813278008298,0.0722379603399433,0.1388888888888889,0.44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.517393171418904,0
1974,0,0.4102564102564103,4,0.1244813278008298,0.0722379603399433,0.135111111111111,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.105090961257083,0
1974,0,0.4615384615384615,4,0.1784232365145228,0.0722379603399433,0.1657777777777777,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.39274525863144,0
1974,0,0.4102564102564103,4,0.1867219917012448,0.103399433427762,0.2197777777777777,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.210440366976515,0
1974,0,0.5897435897435896,4,0.1016597510373444,0.0609065155807365,0.1111111111111111,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.38437770918244,0
1975,0,0.282051282051282,6,0.4045643153526971,0.1005665722379603,0.392,0.52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.294299608857235,1
1975,0,0.2564102564102564,6,0.4564315352697096,0.1147308781869688,0.4353333333333333,0.52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.305741456739437,1
